expense_id,matter_id,expense_date,expense_type,amount,vendor
1242,83,2023-05-08,Transcript Services,7717.38,Morrison-Hunt
1243,83,2023-01-30,Court Fees,2036.15,"Ward, Hernandez and Nash"
1244,83,2023-09-09,Document Review,2744.08,Smith-Cooper
1245,83,2023-07-27,Expert Witness,39309.23,Sawyer-Miller
1246,83,2024-05-19,Transcript Services,7196.97,Figueroa-Perry
1247,83,2023-10-30,Travel,7609.17,Shaffer Group
1248,83,2024-05-20,Expert Witness,11907.87,Taylor-Matthews
1249,83,2023-02-20,Document Review,6809.41,Turner PLC
1250,84,2024-12-29,Document Review,6631.35,Fitzpatrick PLC
1251,84,2024-11-28,Investigation,7294.18,Smith Ltd
1252,84,2024-12-19,Expert Witness,21114.64,Thompson-Murray
1253,84,2024-11-03,Investigation,1975.31,Gonzalez Group
1254,84,2024-09-28,Investigation,3451.83,Williams-Mckenzie
1255,84,2024-12-09,Mediation Services,7225.76,Snyder-Singh
1256,84,2024-09-19,Deposition,4458.47,Moore LLC
1257,84,2024-12-25,Document Review,11443.13,"Kennedy, Valdez and Stafford"
1258,84,2024-10-15,Investigation,8207.6,Knox-Newman
1259,84,2024-08-24,Travel,5330.39,Snyder-Arellano
1260,84,2024-11-08,Expert Witness,14743.09,Perkins-Cunningham
1261,84,2024-12-13,Investigation,5111.73,"Jennings, Mccann and Cardenas"
1262,84,2024-10-09,Travel,5770.69,"Johnston, Bruce and Martin"
1263,84,2024-08-28,Research/Legal Database,13385.68,Murray-Steele
1264,84,2024-10-07,Document Review,12409.4,Nelson Group
1265,84,2024-11-12,Document Review,7797.2,Williams-Carter
1266,85,2024-06-06,Investigation,10239.92,Palmer Ltd
1267,85,2023-09-19,Filing Fees,724.15,George and Sons
1268,85,2024-04-13,Transcript Services,3005.0,Serrano-Cohen
1269,85,2023-11-25,Document Review,11673.38,"Wolfe, Cox and Ferguson"
1270,85,2023-12-24,Filing Fees,3583.63,Smith PLC
1271,85,2023-11-14,Filing Fees,4915.69,Jenkins-Mccall
1272,85,2023-09-07,Investigation,3196.08,Moore and Sons
1273,85,2024-09-25,Mediation Services,12591.63,"Austin, Guerra and Fox"
1274,85,2024-04-06,Expert Witness,25191.27,"Park, Lang and Butler"
1275,85,2024-11-12,Filing Fees,1628.02,Fuentes Inc
1276,85,2024-03-07,Expert Witness,25039.38,Vazquez-Taylor
1277,85,2024-02-14,Filing Fees,3574.37,"Mills, Cordova and Jackson"
1278,85,2023-11-27,Research/Legal Database,7434.4,"Olsen, Walker and Vincent"
1279,85,2023-08-26,Court Fees,4368.5,Parker and Sons
1280,85,2023-08-19,Travel,9487.71,Coleman Inc
1281,86,2023-01-30,Mediation Services,14519.98,Todd-Williams
1282,86,2023-02-21,Filing Fees,2641.5,"Palmer, Brown and Wilson"
1283,86,2023-06-12,Research/Legal Database,5692.95,Turner Inc
1284,86,2024-06-27,Research/Legal Database,3659.38,Mora and Sons
1285,86,2024-02-21,Mediation Services,6752.94,Lopez LLC
1286,86,2022-12-24,Mediation Services,12620.49,Singleton LLC
1287,86,2024-11-22,Transcript Services,1255.71,Bell-Wyatt
1288,86,2024-07-17,Expert Witness,40879.9,"Allen, Hudson and Garcia"
1289,86,2024-02-14,Mediation Services,13818.58,Rice Ltd
1290,86,2023-04-26,Mediation Services,14907.9,Jackson-Webster
1291,86,2022-12-05,Transcript Services,10351.64,"Garcia, Lewis and Gordon"
1292,87,2023-06-17,Expert Witness,36226.48,Wolfe-Lopez
1293,87,2023-06-07,Deposition,7996.79,White LLC
1294,87,2023-09-01,Document Review,587.38,Lewis-Perez
1295,87,2023-01-02,Expert Witness,35928.69,Martinez-Rodriguez
1296,87,2023-01-08,Transcript Services,11694.04,Bush-Hawkins
1297,87,2022-12-13,Investigation,3400.21,Snyder-Cruz
1298,87,2023-04-08,Filing Fees,3839.92,"Collins, Cherry and Wallace"
1299,87,2023-05-05,Deposition,6365.63,Mercer-Patterson
1300,87,2023-07-29,Investigation,6721.43,Crosby-Richardson
1301,87,2022-12-05,Document Review,11759.42,"Vasquez, Garcia and Kim"
1302,88,2024-09-03,Travel,7136.3,Wilson Group
1303,88,2024-07-09,Deposition,4703.44,"Madden, Figueroa and Stafford"
1304,88,2024-05-20,Expert Witness,38153.54,Hester-Morgan
1305,88,2024-08-20,Mediation Services,9132.99,Martinez-Massey
1306,88,2024-09-17,Investigation,7747.27,Hubbard-Miranda
1307,88,2024-08-20,Deposition,4098.36,"Harding, Kelly and Estrada"
1308,88,2024-11-05,Research/Legal Database,6826.85,Dixon-Hernandez
1309,88,2024-07-21,Court Fees,3140.13,King Group
1310,88,2024-06-02,Expert Witness,15855.8,Johnson Ltd
1311,88,2024-04-25,Mediation Services,4265.24,Jimenez Inc
1312,88,2024-11-09,Research/Legal Database,7414.42,Jacobs-Murphy
1313,88,2024-06-18,Filing Fees,3873.11,"Davis, Jones and Walton"
1314,88,2024-09-26,Research/Legal Database,7103.9,Harris-Bates
1315,88,2024-07-28,Travel,2622.36,Daniels-Pacheco
1316,88,2024-08-08,Research/Legal Database,3043.9,Cisneros Inc
1317,89,2024-12-28,Research/Legal Database,7491.11,Reyes LLC
1318,89,2024-11-22,Court Fees,3927.1,Stevens-Johnson
1319,89,2024-09-05,Investigation,12536.92,Dyer-Martin
1320,89,2024-08-03,Investigation,6675.93,Baldwin-Freeman
1321,89,2024-05-10,Court Fees,4859.2,"Henry, Spencer and Ryan"
1322,89,2024-08-13,Court Fees,2403.2,"Dickerson, Hunter and Myers"
1323,89,2024-08-20,Expert Witness,40074.7,Jensen-Gomez
1324,89,2024-12-25,Research/Legal Database,9443.43,Brown-Garza
1325,89,2024-05-15,Mediation Services,5893.26,Bailey-Harmon
1326,89,2024-04-19,Document Review,4388.97,"Peterson, Davis and Reed"
1327,89,2024-07-14,Mediation Services,6360.15,Brown-Sanchez
1328,89,2024-06-12,Mediation Services,3873.99,Watkins-Lozano
1329,89,2024-04-29,Deposition,2581.49,Wilson-Jackson
1330,89,2024-08-31,Court Fees,4259.96,Murray Group
1331,89,2024-09-08,Transcript Services,614.02,Adams-Dominguez
1332,89,2024-09-13,Transcript Services,12918.93,Gray-Myers
1333,89,2024-09-09,Research/Legal Database,3214.12,Garcia-Leonard
1334,89,2024-07-09,Research/Legal Database,11329.72,"Cain, Contreras and Jackson"
1335,89,2024-06-29,Transcript Services,12023.34,Harris-Reid
1336,89,2024-12-24,Expert Witness,9304.49,Pittman PLC
1337,89,2024-06-07,Document Review,3173.58,Williams-Davies
1338,89,2024-07-26,Filing Fees,1708.87,Weber Inc
1339,89,2024-10-17,Court Fees,772.48,"Davis, Rogers and Jones"
1340,89,2024-11-08,Mediation Services,866.46,Simmons-Reed
1341,89,2024-05-02,Court Fees,2527.6,Wagner-Evans
1342,90,2024-01-02,Travel,8256.01,Gonzalez-Morales
1343,90,2023-11-21,Court Fees,2300.28,Powers-Kelley
1344,90,2024-08-24,Travel,5010.83,"Warner, Huffman and Ray"
1345,90,2022-09-02,Expert Witness,44967.75,"Hurley, Adams and Little"
1346,90,2024-06-07,Expert Witness,47361.3,Michael-Barber
1347,91,2024-08-16,Transcript Services,3375.13,Diaz and Sons
1348,91,2024-09-11,Research/Legal Database,6492.4,"Jennings, Evans and Graham"
1349,91,2024-09-23,Investigation,3161.33,Walters Group
1350,91,2024-09-15,Document Review,5962.66,Lucas-Scott
1351,91,2024-11-03,Travel,8675.3,Allen-Hernandez
1352,91,2024-08-12,Investigation,2818.69,Marshall-Castro
1353,91,2024-10-10,Document Review,11846.54,"Bullock, Harris and Nelson"
1354,91,2024-08-12,Filing Fees,4905.0,Hopkins-Thompson
1355,91,2024-12-09,Mediation Services,577.28,"Tucker, Smith and Heath"
1356,91,2024-08-20,Travel,9621.12,"Evans, Brown and Friedman"
1357,91,2024-12-16,Expert Witness,38364.48,"Sandoval, Davis and Hahn"
1358,91,2024-11-21,Deposition,3340.99,Young PLC
1359,91,2024-11-22,Research/Legal Database,13274.16,Boyd PLC
1360,91,2024-12-23,Transcript Services,11063.65,"King, Wilkerson and Young"
1361,92,2022-11-07,Deposition,1978.53,Murphy-Silva
1362,92,2023-07-04,Transcript Services,3675.27,"Manning, Walls and Robinson"
1363,92,2022-10-24,Transcript Services,3760.56,Booker Group
1364,92,2023-07-21,Investigation,10660.36,"Brown, Ferguson and Lyons"
1365,92,2022-10-29,Investigation,3112.64,"Coleman, Vega and Richmond"
1366,92,2024-09-14,Court Fees,1220.29,Cox Ltd
1367,92,2023-06-14,Transcript Services,2209.16,Smith-Rasmussen
1368,92,2024-01-13,Filing Fees,1499.94,"Bates, Everett and Vazquez"
1369,92,2024-06-25,Expert Witness,18430.93,King Group
1370,92,2023-04-23,Transcript Services,12348.01,"Cox, Burnett and Martinez"
1371,92,2024-09-03,Expert Witness,10644.74,Price-Browning
1372,92,2023-07-07,Filing Fees,3733.37,Turner-Mayer
1373,92,2024-05-27,Investigation,6229.43,Clark-Zamora
1374,92,2024-10-16,Deposition,8416.57,"Stewart, Burnett and Newman"
1375,92,2024-06-25,Investigation,13013.68,Delacruz-Morrow
1376,92,2024-11-07,Mediation Services,9845.56,Mclaughlin-House
1377,92,2023-05-14,Deposition,9795.07,Mcdowell-Wilkins
1378,92,2024-07-27,Transcript Services,7594.15,"Green, Jones and Fisher"
1379,92,2024-05-02,Transcript Services,11359.32,"Rojas, Chavez and Johnson"
1380,92,2022-09-05,Transcript Services,5917.7,"White, Ramos and Davidson"
1381,92,2022-07-23,Investigation,10980.4,Fuller LLC
1382,92,2023-12-17,Mediation Services,12957.86,Moore PLC
1383,93,2024-01-28,Document Review,12332.94,"Hines, Bradford and Jennings"
1384,93,2024-02-21,Filing Fees,3866.83,Hayes-Russo
1385,93,2023-08-02,Deposition,7781.84,Mcdaniel LLC
1386,93,2024-02-23,Expert Witness,12634.08,Miller LLC
1387,93,2023-08-17,Mediation Services,648.33,Duffy-Wilkerson
1388,93,2023-08-30,Court Fees,3042.7,Leblanc Ltd
1389,93,2023-12-27,Research/Legal Database,9127.82,Meadows Group
1390,93,2023-08-22,Research/Legal Database,3199.48,"Christian, Williams and Williamson"
1391,93,2023-12-24,Court Fees,4568.53,Davis LLC
1392,93,2023-08-14,Document Review,13290.69,"Wilson, Higgins and Graham"
1393,93,2024-03-31,Travel,6577.27,Wilcox-Snyder
1394,93,2023-08-30,Document Review,4256.2,Lee LLC
1395,93,2023-09-19,Transcript Services,13751.11,Reyes-Reynolds
1396,93,2023-08-25,Transcript Services,3764.97,Carney LLC
1397,93,2024-02-01,Research/Legal Database,5553.19,Barnes Group
1398,93,2024-02-21,Travel,3225.4,Roberts LLC
1399,93,2023-09-03,Research/Legal Database,595.13,Solomon-Wood
1400,93,2024-01-19,Research/Legal Database,4047.84,Miller-Harrison
1401,94,2024-10-29,Expert Witness,11928.39,"Sanders, Lewis and Reyes"
1402,94,2024-03-26,Deposition,9152.81,"Scott, Davis and Brown"
1403,94,2024-02-12,Deposition,4096.47,Ruiz LLC
1404,94,2024-12-29,Expert Witness,10108.49,"Coffey, George and Goodman"
1405,94,2023-09-26,Travel,9903.8,Wagner-James
1406,94,2024-12-20,Document Review,5264.13,"Wood, Donaldson and Hansen"
1407,94,2024-06-10,Expert Witness,15171.63,Jackson-Vasquez
1408,95,2023-11-29,Transcript Services,7812.26,Anderson-Stewart
1409,95,2024-03-23,Mediation Services,12223.77,Green LLC
1410,95,2023-06-04,Document Review,10579.57,Porter LLC
1411,95,2024-08-01,Travel,6614.03,Campbell-Mcdowell
1412,95,2024-05-11,Travel,2734.73,Black-Graham
1413,95,2023-08-16,Research/Legal Database,4770.88,"Vang, Gallagher and Hernandez"
1414,95,2024-10-03,Travel,4547.03,"Fields, Gonzales and Lopez"
1415,95,2023-06-10,Research/Legal Database,9085.38,Johnson LLC
1416,95,2023-08-15,Research/Legal Database,605.02,Graham-Carney
1417,95,2024-11-17,Mediation Services,886.46,Alexander Ltd
1418,95,2024-04-10,Transcript Services,11326.01,Vasquez-Singleton
1419,95,2024-10-11,Mediation Services,14997.41,Bailey and Sons
1420,95,2024-10-12,Travel,2102.04,Conley Ltd
1421,95,2024-03-10,Document Review,11413.55,Elliott-Alvarado
1422,95,2023-09-13,Court Fees,1227.62,Fox PLC
1423,95,2023-08-25,Transcript Services,1334.22,Sanchez Group
1424,95,2024-06-19,Deposition,7762.21,Johnson-Maldonado
1425,96,2024-03-22,Deposition,9169.06,Brooks-Hickman
1426,96,2023-11-21,Transcript Services,9216.58,Hernandez-Miller
1427,96,2024-04-23,Research/Legal Database,14294.99,"Castillo, Fuller and Adams"
1428,96,2024-03-18,Court Fees,1141.89,Booker-Douglas
1429,96,2024-05-19,Investigation,6321.58,Meza-Cooke
1430,96,2024-05-10,Court Fees,2665.05,"Anderson, Boyer and Solis"
1431,96,2023-12-29,Document Review,9025.97,Manning PLC
1432,96,2024-05-19,Document Review,2820.77,Davis-Scott
1433,96,2023-12-20,Expert Witness,22276.89,Davis-Phelps
1434,96,2023-12-03,Transcript Services,11735.67,Mitchell-Goodwin
1435,96,2024-03-17,Document Review,9793.3,Evans Group
1436,96,2024-04-03,Transcript Services,3445.67,Mckee-Munoz
1437,96,2024-01-14,Investigation,5457.52,Collier PLC
1438,96,2023-12-11,Court Fees,3136.81,Mcclure-Alvarez
1439,96,2024-02-26,Research/Legal Database,6235.09,Davis-Henderson
1440,96,2024-01-16,Court Fees,3663.46,Hamilton Group
1441,96,2023-11-18,Court Fees,2667.28,"Peterson, Ford and Walker"
1442,97,2024-03-22,Filing Fees,1076.49,Arias PLC
1443,97,2024-01-30,Filing Fees,4347.37,"Miller, Mcdonald and Miller"
1444,97,2024-07-04,Document Review,7365.06,Hernandez-Anderson
1445,97,2024-10-04,Research/Legal Database,10182.81,Mills LLC
1446,97,2023-12-06,Mediation Services,9628.55,"Jones, Williams and Rodriguez"
1447,97,2023-07-29,Filing Fees,1633.44,Marshall Ltd
1448,97,2023-12-06,Court Fees,4537.85,Kelly-Richards
1449,97,2024-06-04,Research/Legal Database,10667.68,Wilson Ltd
1450,97,2023-09-01,Transcript Services,6672.99,Cameron Inc
1451,97,2022-09-23,Investigation,12225.45,"Evans, Matthews and Gibson"
1452,97,2024-03-07,Travel,1238.05,"Morton, Peterson and Hull"
1453,97,2024-07-12,Transcript Services,9099.83,Lopez Ltd
1454,98,2024-12-12,Document Review,5073.37,Savage-Rodriguez
1455,98,2023-08-25,Research/Legal Database,4421.99,Foster Inc
1456,98,2022-08-06,Travel,2495.94,Stevens-Sullivan
1457,98,2024-01-03,Court Fees,782.58,"Guzman, Tucker and Montgomery"
1458,98,2024-12-03,Travel,8740.54,Vazquez-Mccarty
1459,98,2024-01-21,Deposition,1089.4,Miller-Taylor
1460,98,2022-08-26,Court Fees,1719.08,Horton and Sons
1461,98,2024-08-03,Research/Legal Database,1955.33,Castillo and Sons
1462,98,2023-12-25,Court Fees,1847.81,Wilkinson-Garrison
1463,98,2023-08-29,Expert Witness,28284.11,Turner Group
1464,98,2022-07-12,Investigation,7534.16,Johnson-Martin
1465,98,2022-07-16,Transcript Services,7184.43,"Wallace, Washington and Smith"
1466,98,2023-05-27,Research/Legal Database,4283.46,Harris PLC
1467,98,2024-07-03,Transcript Services,14620.46,Williams-Smith
1468,98,2023-12-05,Deposition,7231.82,"Reynolds, Perry and Simpson"
1469,98,2023-10-11,Document Review,12969.56,"Spencer, Roberts and Freeman"
1470,98,2023-07-05,Research/Legal Database,14575.84,"Hardy, Mcconnell and Stein"
1471,98,2024-08-12,Mediation Services,8406.21,Klein PLC
1472,98,2022-02-25,Document Review,9610.1,"Stewart, Brown and Orozco"
1473,98,2023-04-23,Deposition,7303.71,Wilson-Dean
1474,98,2023-12-21,Mediation Services,11972.65,Terry-Smith
1475,98,2022-12-07,Transcript Services,3114.82,Harrison Group
1476,99,2022-11-19,Document Review,11689.08,Matthews Ltd
1477,99,2022-12-05,Investigation,7643.25,"Castaneda, Espinoza and Mcdonald"
1478,99,2023-02-22,Filing Fees,2717.19,"Dawson, Moyer and Whitaker"
1479,99,2023-01-23,Filing Fees,4232.82,"Ward, Kennedy and Maddox"
1480,99,2022-11-09,Travel,9654.78,Campbell Ltd
1481,100,2022-08-26,Research/Legal Database,9039.22,Anderson-Gonzalez
1482,100,2023-11-15,Mediation Services,6734.98,Leon Group
1483,100,2023-03-01,Court Fees,2110.86,Hawkins Inc
1484,100,2023-04-17,Transcript Services,14169.96,Kelly-Moore
1485,100,2024-05-25,Research/Legal Database,5434.25,"Johnson, Brown and Jordan"
1486,100,2023-11-26,Mediation Services,10149.93,Hoffman Group
1487,100,2023-01-20,Filing Fees,1737.22,Glover-Hammond
1488,100,2024-04-05,Mediation Services,5336.38,"Adams, Hernandez and Vaughn"
1489,100,2023-08-30,Mediation Services,11891.35,"Garcia, Williams and Shah"
1490,100,2024-04-30,Deposition,7617.17,Villegas PLC
1491,100,2023-11-19,Mediation Services,3285.53,Colon Inc
1492,100,2023-08-23,Mediation Services,2991.05,Soto and Sons
1493,101,2024-12-06,Filing Fees,3697.71,Chandler Ltd
1494,101,2024-07-30,Investigation,2457.15,"Jimenez, Harrell and Moore"
1495,101,2024-07-09,Research/Legal Database,760.85,Martinez and Sons
1496,101,2024-07-29,Mediation Services,4358.82,Hammond-Smith
1497,101,2024-11-15,Investigation,2317.27,Peterson-Wagner
1498,101,2024-04-23,Transcript Services,11794.32,Espinoza-Perry
1499,101,2024-09-20,Deposition,3746.29,Hernandez PLC
1500,101,2024-07-24,Travel,8760.37,Taylor Group
1501,101,2024-07-22,Deposition,7634.02,Villanueva-Crane
1502,101,2024-08-19,Court Fees,4035.81,"Cox, Johnson and Thomas"
1503,101,2024-04-02,Filing Fees,1259.48,"Acevedo, Miller and Edwards"
1504,101,2024-12-26,Research/Legal Database,3002.9,Hamilton Group
1505,101,2024-10-25,Deposition,1077.61,"Nielsen, Hernandez and Andrews"
1506,101,2024-12-24,Court Fees,2899.78,"Lloyd, Liu and Kaufman"
1507,101,2024-07-24,Deposition,7564.02,"Haynes, Russo and Griffith"
1508,102,2023-10-15,Filing Fees,1256.01,Smith-Ramirez
1509,102,2023-12-26,Document Review,6984.72,Graves Group
1510,102,2024-02-03,Mediation Services,6462.24,"Weber, Montgomery and Ramos"
1511,102,2023-10-26,Transcript Services,11526.95,"Sullivan, Gonzalez and Turner"
1512,102,2023-07-15,Research/Legal Database,9868.73,Price-Higgins
1513,102,2024-04-21,Court Fees,4329.87,"Braun, Campbell and Davis"
1514,102,2024-01-03,Research/Legal Database,11997.32,"Peterson, Reid and Johnson"
1515,102,2024-04-25,Travel,9298.52,"Vargas, Allen and Schroeder"
1516,102,2024-03-01,Court Fees,1793.63,"Rodriguez, Brown and Watson"
1517,102,2024-01-28,Transcript Services,3037.55,Martinez-Sherman
1518,102,2024-05-12,Expert Witness,40462.75,Evans-Doyle
1519,102,2023-12-01,Transcript Services,10681.4,Trujillo PLC
1520,102,2024-01-07,Filing Fees,2274.89,"Wade, Richard and Hall"
1521,102,2023-10-10,Investigation,1076.48,"Glover, Espinoza and Chambers"
1522,102,2024-02-26,Filing Fees,2293.26,"Mclaughlin, Garcia and Black"
1523,102,2023-09-05,Document Review,13819.13,Gibson-Thomas
1524,102,2023-11-22,Deposition,8452.28,Miller-Brown
1525,102,2024-04-24,Expert Witness,48329.29,Lewis-Miller
1526,102,2024-02-14,Deposition,4872.78,Chapman-Stone
1527,102,2023-11-11,Research/Legal Database,1467.92,Silva-Fields
1528,102,2024-05-30,Document Review,9881.73,"Galvan, Burns and Mcpherson"
1529,102,2024-04-03,Expert Witness,37272.94,Wagner Group
1530,102,2024-02-25,Transcript Services,1585.63,Faulkner PLC
1531,102,2024-04-16,Court Fees,3087.14,Benson Group
1532,102,2023-12-08,Travel,4336.62,"Moore, Hansen and Dorsey"
1533,103,2022-05-05,Mediation Services,9478.21,Rodriguez-Wood
1534,103,2022-09-20,Research/Legal Database,2824.67,"Hernandez, Watson and Ritter"
1535,103,2022-10-01,Investigation,1857.87,Johnson-Thomas
1536,103,2023-10-26,Transcript Services,3721.8,Williams-Shannon
1537,103,2024-01-20,Expert Witness,36267.25,White Ltd
1538,103,2023-03-01,Filing Fees,4842.91,Kelley Inc
1539,103,2024-01-04,Mediation Services,2581.71,Olson-Collins
1540,103,2023-01-30,Investigation,10056.6,Harrington-Alvarez
1541,103,2023-09-04,Deposition,4599.77,"Anderson, Taylor and Fields"
1542,103,2023-10-08,Filing Fees,999.04,"Cole, Cline and Nguyen"
1543,103,2023-11-08,Filing Fees,4239.29,"Hanson, Hughes and Mccullough"
1544,104,2022-12-26,Investigation,14646.44,Rubio Group
1545,104,2023-03-11,Research/Legal Database,6168.37,"Davis, Martin and Johnson"
1546,104,2023-02-19,Travel,7378.4,"Parker, Brewer and Schneider"
1547,104,2022-11-08,Deposition,1092.91,"Weaver, Todd and Bernard"
1548,104,2023-01-30,Transcript Services,5220.68,Shaw-Smith
1549,104,2023-02-25,Investigation,3015.23,"White, Smith and Buchanan"
1550,105,2023-05-03,Filing Fees,905.59,"Combs, Riley and Miller"
1551,105,2023-12-05,Filing Fees,3465.66,Morales-Williams
1552,105,2024-08-07,Travel,7059.67,Morgan and Sons
1553,105,2023-09-07,Travel,9847.35,"Stewart, Scott and Wilson"
1554,105,2023-01-14,Travel,8078.51,Mitchell and Sons
1555,105,2023-05-11,Court Fees,555.94,Moore Group
1556,105,2024-03-23,Transcript Services,4255.14,Mendez LLC
1557,105,2023-03-16,Court Fees,4842.49,"Brown, Price and Flores"
1558,105,2023-09-06,Document Review,2489.64,Scott-David
1559,105,2024-09-04,Travel,7438.75,Harris PLC
1560,105,2024-01-13,Filing Fees,2070.35,Romero-Gordon
1561,105,2024-10-12,Document Review,2186.41,Brown-Marshall
1562,105,2023-09-01,Travel,5137.9,Johnson-Schultz
1563,106,2024-11-29,Investigation,10048.14,Adams PLC
1564,106,2024-09-04,Filing Fees,2855.12,Hines Ltd
1565,106,2024-10-14,Investigation,14289.82,Carroll-Griffin
1566,106,2024-11-05,Expert Witness,23989.54,"Harris, Faulkner and Brooks"
1567,106,2024-12-25,Travel,8110.35,Medina Group
1568,106,2024-12-17,Transcript Services,4738.6,"Hayes, Smith and Marshall"
1569,106,2024-10-30,Transcript Services,14632.83,Delgado-Jackson
1570,106,2024-01-25,Document Review,13259.99,Nelson-King
1571,106,2024-09-06,Court Fees,2630.22,Kirby-Lewis
1572,106,2024-11-03,Deposition,1900.78,Williams-Stevenson
1573,106,2024-07-25,Mediation Services,6900.01,Davis-Hale
1574,106,2024-10-30,Court Fees,4261.52,"Hawkins, Ramirez and Reynolds"
1575,106,2024-08-11,Investigation,9485.98,Henson-Dougherty
1576,106,2024-08-20,Transcript Services,3237.39,"Chavez, Sanchez and Bird"
1577,106,2024-05-06,Document Review,10611.33,Haley-Murphy
1578,106,2024-11-29,Expert Witness,44699.22,Lucas Inc
1579,106,2024-08-11,Document Review,8625.25,Valenzuela Ltd
1580,106,2024-03-06,Investigation,4960.96,"Woodard, Warner and Farmer"
1581,106,2024-07-16,Document Review,1627.66,"Curtis, Ryan and Stafford"
1582,107,2024-11-23,Research/Legal Database,3675.85,Chambers-Gomez
1583,107,2024-11-22,Deposition,4855.61,"Howard, Thompson and Tate"
1584,107,2024-10-29,Deposition,8165.18,Martinez LLC
1585,107,2024-12-17,Mediation Services,12446.76,Smith-Paul
1586,107,2024-11-11,Transcript Services,4205.16,"Morse, Howard and Davis"
1587,107,2024-10-12,Transcript Services,11532.4,Stokes-Walker
1588,107,2024-12-26,Expert Witness,12447.85,Johnson-Vasquez
1589,107,2024-10-31,Document Review,11704.31,"Clark, Gonzalez and Nicholson"
1590,107,2024-08-29,Deposition,7708.22,Carroll-Snyder
1591,107,2024-09-30,Filing Fees,4289.3,"Rodgers, Chambers and Morrison"
1592,107,2024-07-14,Research/Legal Database,6561.31,"Anderson, Brown and Green"
1593,107,2024-10-03,Transcript Services,1101.21,Ibarra Ltd
1594,107,2024-11-16,Investigation,3007.87,Abbott Inc
1595,107,2024-12-29,Mediation Services,6791.16,"Byrd, Mendez and Becker"
1596,107,2024-12-07,Document Review,1416.68,Pace Ltd
1597,107,2024-10-24,Expert Witness,49066.38,"Williams, Mcmillan and Reynolds"
1598,107,2024-12-29,Expert Witness,31802.91,Martinez-Holmes
1599,107,2024-09-18,Travel,5507.74,"Blake, Stephenson and Walker"
1600,107,2024-08-04,Deposition,6632.39,Patel-Stewart
1601,107,2024-08-28,Deposition,5335.38,Miller-Armstrong
1602,108,2024-08-08,Research/Legal Database,1824.87,"Perez, Norris and Rosario"
1603,108,2024-12-18,Document Review,3899.61,Martin LLC
1604,108,2024-08-14,Transcript Services,9249.39,"Davis, Castillo and Morton"
1605,108,2024-10-31,Expert Witness,31169.8,"Mcconnell, Pittman and Wright"
1606,108,2024-10-14,Travel,5292.6,Wall-Underwood
1607,108,2024-10-20,Court Fees,1678.33,Harding PLC
1608,108,2024-11-04,Filing Fees,724.6,Garrett PLC
1609,108,2024-08-23,Investigation,12773.23,Rangel Group
1610,108,2024-09-20,Filing Fees,3816.68,"Brown, Anderson and Ellison"
1611,108,2024-10-09,Document Review,3720.87,Bishop-Reynolds
1612,108,2024-08-20,Mediation Services,14364.68,Hansen LLC
1613,108,2024-12-08,Mediation Services,4297.9,Davis-Walton
1614,108,2024-09-08,Travel,5113.33,"Cobb, Hanson and Chavez"
1615,109,2023-12-22,Filing Fees,870.59,Hobbs-Harvey
1616,109,2023-09-26,Investigation,12727.0,"Logan, Gibson and Murphy"
1617,109,2023-06-15,Deposition,8906.23,Smith Ltd
1618,109,2023-03-20,Document Review,13493.41,Strong and Sons
1619,109,2024-04-21,Investigation,2404.92,Kelly-Olson
1620,109,2024-04-09,Filing Fees,3897.58,Sanchez Inc
1621,109,2023-03-15,Filing Fees,2990.54,Silva-Palmer
1622,109,2024-05-01,Court Fees,2154.84,Collins-Mcclure
1623,109,2024-07-27,Document Review,13292.89,Harrison PLC
1624,109,2023-09-28,Court Fees,2837.6,Cordova-Holmes
1625,109,2024-05-05,Mediation Services,11324.9,Brown PLC
1626,109,2024-08-26,Transcript Services,986.59,"Trevino, Henderson and Gonzalez"
1627,109,2023-06-21,Expert Witness,11711.87,Glover LLC
1628,109,2023-06-13,Investigation,13905.29,Neal-Holden
1629,109,2024-03-26,Research/Legal Database,8864.54,Christian-Knight
1630,109,2023-09-23,Court Fees,549.92,Barnes-Martin
1631,109,2023-12-15,Mediation Services,4966.95,Crawford Inc
1632,110,2024-12-02,Investigation,9922.28,"Hall, Hanson and Allen"
1633,110,2024-12-09,Mediation Services,6083.35,Aguirre-Bennett
1634,110,2024-11-13,Document Review,14656.25,Cox Inc
1635,110,2024-11-09,Deposition,4707.08,"Wilson, Roberts and Lee"
1636,110,2024-11-27,Filing Fees,649.7,Williams-Johnson
1637,110,2024-10-27,Expert Witness,15255.21,Robinson LLC
1638,111,2024-10-30,Investigation,4371.63,Abbott-Sanchez
1639,111,2024-07-07,Filing Fees,3164.63,Cameron Inc
1640,111,2024-05-29,Travel,2901.47,"Taylor, Pena and Dyer"
1641,111,2024-08-07,Filing Fees,2673.71,Torres and Sons
1642,111,2024-08-14,Investigation,10155.14,Guerrero-Pugh
1643,111,2024-12-25,Expert Witness,41784.05,"Keith, Johns and Jones"
1644,111,2024-06-25,Investigation,10662.22,Norton and Sons
1645,111,2024-09-19,Court Fees,2965.97,"Brooks, Greene and Rowland"
1646,111,2024-07-17,Research/Legal Database,3154.03,Hines PLC
1647,111,2024-07-05,Research/Legal Database,6599.13,"Phillips, Hernandez and Wright"
1648,111,2024-10-10,Investigation,13712.76,Salas-York
1649,111,2024-12-24,Document Review,11753.47,Clark-Miller
